Date(UTC),AddressCount,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockSize,BlockTime,ChainData,EnsRegistrations,EtherPrice,Ethersupply,Ethersupply2,GasLimit,GasUsed,MarketCap,NetworkHash,TransactionFee,TxGrowth,Uncles
2017-05-14,1881351,22054420864,5402,404.779,3140,15.92,,603.0,88.72,28217.5,91612245.8125,4301829,5160924870,88.72,26882.1696,1.0637913661749009e+20,101348,336
2017-05-15,1899209,22225479222,5401,414.048,3831,15.9,,1267.0,90.32,28462.34375,91640708.15625,4300418,6301530936,90.32,27814.0407,1.3212339880799843e+20,122792,403
2017-05-16,1919681,22338079736,5457,417.08,3644,15.67,,935.0,87.8,28717.96875,91669426.125,4306289,6372683499,87.8,28230.111,1.371437676036473e+20,116341,391
2017-05-17,1942480,26658490658,5325,408.10400000000004,4305,16.1,,1104.0,86.98,27898.90625,91697325.03125,4311905,7720771554,86.98,26762.9284,2.20219437190224e+20,140135,341
2017-05-18,1964727,22641931556,5462,414.44800000000004,4245,15.74,,1127.0,95.88,28480.78125,91725805.8125,4305758,7193965880,95.88,27740.2141,1.5849859326669734e+20,137409,321
2017-05-19,1993428,22510140833,5424,431.65,4801,15.83,,1694.0,124.38,28381.25,91754187.0625,4312190,8397664033,124.38,28816.636,1.7398585540599946e+20,161568,344
2017-05-20,2017264,22578527232,5489,439.714,4179,15.59,,1842.0,123.06,28652.03125,91782839.09375,4304681,7231434396,123.06,29609.4667,1.5557976968216052e+20,130912,329
2017-05-21,2041878,22366670221,5437,451.327,4586,15.77,,1986.0,148.0,28654.0625,91811493.15625,4308439,7608565060,148.0,30501.1451,1.6052313691767823e+20,149699,402
2017-05-22,2074888,22950916506,5468,463.103,5328,15.71,,2100.0,160.39,28769.21875,91840262.375,4308849,8262616027,160.39,31382.7051,1.826324199950221e+20,176255,387
2017-05-23,2119587,22876914693,5419,448.717,6627,15.83,,2229.0,169.5,28576.09375,91868838.46875,4312520,10792046776,169.5,30236.4543,2.5372864219064068e+20,187121,403
2017-05-24,2162097,23511877462,5427,458.978,6666,15.77,,3003.0,193.03,28644.375,91897482.84375,4317916,11331763125,193.03,30975.705,2.7209067930992486e+20,187293,404
2017-05-25,2201139,22627478169,5465,457.711,5952,15.71,,2234.0,177.33,28835.15625,91926318.0,4311181,9970769428,177.33,31139.2104,2.1868988503939387e+20,183010,413
2017-05-26,2235403,22767260891,5492,456.542,5559,15.57,,1917.0,162.83,28967.5,91955285.5,4311949,9457379360,162.83,31197.0515,2.0605582649909697e+20,169818,412
2017-05-27,2262189,22312210827,5439,473.26800000000003,5127,15.76,,1971.0,156.63,28771.71875,91984057.21875,4309863,8220637008,156.63,32153.7231,1.8212725999139825e+20,149450,431
2017-05-28,2288310,21916364414,5453,469.17699999999996,5379,15.7,,2102.0,172.86,28823.28125,92012880.5,4311272,8823289197,172.86,31940.9693,1.9252551418249554e+20,155271,429
2017-05-29,2316858,22429141176,5579,487.713,4922,15.32,,3863.0,194.17,29537.34375,92042417.84375,4310470,8502914345,194.17,34015.7294,1.926245581296157e+20,158547,447
2017-05-30,2360680,24758885831,5581,513.217,7069,15.3,,3124.0,228.58,29819.375,92072237.21875,4369809,12123850008,228.58,36263.7391,3.1992587186721004e+20,193618,524
2017-05-31,2406002,38210063774,5412,519.724,6843,15.87,,1970.0,228.64,28748.4375,92100985.65625,4307816,12807114092,228.64,35309.9381,6.340721771233845e+20,214126,458
2017-06-01,2445012,23808562950,5276,561.001,6541,16.22,,2043.0,220.7,28069.375,92129055.03125,4310276,10585577059,220.7,37244.2449,2.5329347084435027e+20,199160,460
2017-06-02,2486438,22913829909,5087,574.506,7542,16.82,,2108.0,222.04,26820.625,92155875.65625,4479219,12488700413,222.04,36298.9273,2.9159784147376216e+20,194911,372
2017-06-03,2521601,22677818318,5206,575.748,6636,16.51,,2157.0,224.3,27530.15625,92183405.8125,4684698,10201890636,224.3,37390.2818,2.28134695773494e+20,175666,405
2017-06-04,2557692,23508783552,5160,597.678,6458,16.61,,2555.0,244.96,27228.75,92210634.5625,4697427,10633567472,244.96,38378.7011,2.5571387092798905e+20,180136,388
2017-06-05,2595526,22886137204,5249,599.656,6439,16.31,,1748.0,247.75,27792.34375,92238426.90625,4695961,9761889950,247.75,39283.0384,2.1992434699217302e+20,190305,411
2017-06-06,2638490,23539130279,5208,615.097,7374,16.44,,1721.0,264.26,27481.25,92265908.15625,4698863,10984663716,264.26,39838.9042,2.6507576261800156e+20,200523,388
2017-06-07,2682778,23555770569,5239,632.534,7388,16.39,,2596.0,255.77,27770.78125,92293678.9375,4699189,11557499687,255.77,41466.1245,2.7796346869883155e+20,207180,425
2017-06-08,2720240,23571788218,5209,640.655,6932,16.43,,1893.0,259.41,27631.25,92321310.1875,4698879,10261845222,259.41,41827.9352,2.3951527997474744e+20,187700,432
2017-06-09,2760852,22518978783,5214,639.988,7482,16.42,,1748.0,279.11,27650.0,92348960.1875,4699464,11058393071,279.11,41762.2012,2.505084808293598e+20,215831,424
2017-06-10,2804195,22422146714,5332,662.2330000000001,6592,16.02,,1744.0,335.95,28158.75,92377118.9375,4695663,9841868154,335.95,43934.269,2.1455964112381644e+20,213356,400
2017-06-11,2859713,23843612254,5246,682.857,8658,16.37,,1975.0,339.68,27926.71875,92405045.65625,4699049,12661099741,339.68,45025.9063,3.138776095529763e+20,240490,451
2017-06-12,2919025,30391141090,5237,676.331,9451,16.31,,1828.0,394.66,28100.625,92433146.28125,4690819,15111081528,394.66,44971.345,5.1280939103371605e+20,292941,508
2017-06-13,2978427,24903912970,5272,694.617,8807,16.21,,1785.0,388.09,28276.09375,92461422.375,4694798,12308459502,388.09,46524.8904,2.9464209927172073e+20,280054,515
2017-06-14,3031828,22812812579,5293,713.189,7942,16.15,,1751.0,343.84,28268.75,92489691.125,4705729,11460738761,343.84,47653.2451,2.547583743934367e+20,250410,480
2017-06-15,3084273,23411815379,5305,728.25,8192,16.11,,1846.0,344.68,28198.75,92517889.875,4707132,11866655521,344.68,48524.7456,2.796205923909117e+20,261617,452
2017-06-16,3132387,22083654403,5336,737.125,8034,16.03,,1985.0,353.61,28370.9375,92546260.8125,4705482,11936721304,353.61,49363.4715,2.5750848654667946e+20,248003,450
2017-06-17,3178828,20940055933,5279,761.53,7958,16.17,,2067.0,368.1,28299.0625,92574559.875,4706759,11471789945,368.1,50988.985,2.3866036410338823e+20,242022,506
2017-06-18,3231660,19777146521,5347,769.923,7931,15.97,,1804.0,351.53,28587.5,92603147.375,4707117,12442644327,351.53,51996.5122,2.5189689962161635e+20,245957,488
2017-06-19,3292231,21054562068,5334,775.466,8956,16.0,,1734.0,358.2,28632.96875,92631780.34375,4707483,13844965069,358.2,52568.3389,2.8302110567598087e+20,286209,523
2017-06-20,3354447,35606261848,4967,847.174,9258,17.32,,920.0,350.53,26709.375,92658489.71875,4708118,16318742376,350.53,53605.3273,7.200314629968402e+20,308488,500
2017-06-21,3386889,58264077197,4898,874.309,6195,17.52,,598.0,325.3,26150.78125,92684640.5,4710146,16194449431,325.3,54107.974,9.13388218754613e+20,221289,449
2017-06-22,3442987,41150573699,4944,872.419,8691,17.31,,2285.0,320.97,26533.28125,92711173.78125,4711355,16900771803,320.97,54738.2538,6.849430455503634e+20,284225,477
2017-06-23,3499011,40960227374,4890,881.5319999999999,9123,17.53,,2498.0,326.85,26102.5,92737276.28125,4711232,12816221982,326.85,54340.7602,4.699294504225871e+20,276012,436
2017-06-24,3549828,47309213754,4939,888.68,8935,17.25,,2111.0,304.54,26495.0,92763771.28125,4711131,13618865563,304.54,55696.7824,6.40185604612802e+20,250570,476
2017-06-25,3593921,34521352334,4926,904.654,8979,17.32,,2067.0,279.36,26383.125,92790154.40625,4710925,12409519930,279.36,56394.2575,4.11721489721117e+20,231135,460
2017-06-26,3646944,49580734026,4965,923.8530000000001,9544,17.2,,907.0,253.68,26699.0625,92816853.46875,4711354,13547864341,253.68,58414.4698,8.75310976343044e+20,316788,498
2017-06-27,3688934,31580245373,5001,930.3589999999999,7911,17.06,,1796.0,286.14,26582.34375,92843435.8125,4711731,11678415830,286.14,58319.7387,3.3203251304604264e+20,252995,415
2017-06-28,3739249,43482890266,4961,950.061,10005,17.24,,2096.0,315.86,26642.65625,92870078.46875,4714751,15232354556,315.86,59928.6376,7.732360915023082e+20,274241,489
2017-06-29,3787958,35022170593,5027,962.7489999999999,9460,16.96,,2141.0,292.9,27008.90625,92897087.375,5348530,14345970753,292.9,61553.5382,4.662823938342817e+20,263791,497
2017-06-30,3835524,27223635401,5036,972.0089999999999,8800,16.98,,2075.0,280.68,26856.25,92923943.625,6700851,13795600568,280.68,61650.5709,3.523445022660648e+20,252652,444
2017-07-01,3871530,26689728580,5009,992.6360000000001,8106,17.05,,1573.0,261.0,26683.125,92950626.75,6705064,12521038121,261.0,62556.7775,3.1574464316971287e+20,240465,436
2017-07-02,3905337,25581333280,5034,1002.2080000000001,8503,16.97,,1902.0,283.99,26712.34375,92977339.09375,6705848,13002683664,283.99,63113.6089,3.17468243775909e+20,248617,407
2017-07-03,3960081,28117349173,5052,1012.942,10143,16.85,,2010.0,276.41,27131.25,93004470.34375,6706724,16175176848,276.41,64997.08,4.259203162116086e+20,302032,492
2017-07-04,4010868,24664144555,5078,1027.254,10132,16.81,,1712.0,269.05,27365.78125,93031836.125,6705980,15136378093,269.05,66569.3952,3.770470051955244e+20,281465,521
2017-07-05,4053898,26133024523,4985,1022.956,10094,17.16,,1595.0,266.0,26760.3125,93058596.4375,6704885,14865252727,266.0,64822.7346,4.0909097089042796e+20,271606,490
2017-07-06,4089182,24841070314,5046,1037.2169999999999,8830,16.96,,1774.0,265.88,26926.5625,93085523.0,6704387,13174610768,265.88,65978.5137,3.047714334942586e+20,258791,450
2017-07-07,4131556,27021742038,5084,1038.1860000000001,9709,16.78,,1925.0,240.94,27287.96875,93112810.96875,6705034,13873012367,240.94,67085.5686,3.5629380692048806e+20,295389,499
2017-07-08,4169731,26089973919,5087,1055.963,8884,16.78,,1586.0,245.67,27066.40625,93139877.375,6708736,12858510908,245.67,67464.2959,3.6027420747117344e+20,248142,433
2017-07-09,4199674,26860797614,5094,1071.108,6980,16.81,,1767.0,237.72,26940.78125,93166818.15625,6718282,10477343982,237.72,68072.3545,2.5611281652195584e+20,225189,397
2017-07-10,4236883,22840512365,4594,1198.735,10586,18.59,,1529.0,205.76,24433.59375,93191251.75,6716413,13402974481,205.76,69107.6248,2.615986725238105e+20,302633,387
2017-07-11,4279139,24575033101,4520,1214.203,10484,18.95,,1718.0,190.55,23968.125,93215219.875,6719173,14105413216,190.55,68636.1856,2.8729031940381236e+20,291677,364
2017-07-12,4320310,24301621064,4509,1185.9589999999998,10735,18.95,,1482.0,224.15,23937.96875,93239157.84375,6718363,14232178771,224.15,66929.7884,3.3033422877020534e+20,283828,367
2017-07-13,4368629,23629822115,4512,1207.945,10676,18.88,,1980.0,205.41,23771.5625,93262929.40625,6717910,14997729804,205.41,67583.3821,3.274218798897501e+20,260745,322
2017-07-14,4400742,23119742999,4502,1182.556,10040,19.02,,2209.0,197.14,23771.25,93286700.65625,6716113,12734885135,197.14,66162.8973,2.7588060877551275e+20,249381,332
2017-07-15,4428324,26644007281,4603,1207.945,8747,18.58,,2875.0,169.1,24152.34375,93310853.0,6716173,10654024056,169.1,68590.0251,2.8804062693510493e+20,231961,303
2017-07-16,4460257,24225254470,4575,1243.782,9225,18.71,,3332.0,155.42,24009.6875,93334862.6875,6716029,11266129267,155.42,70207.4606,2.767313205148444e+20,249138,302
2017-07-17,4498727,25008451290,4459,1204.494,9814,19.17,,2651.0,189.97,23518.28125,93358380.96875,6718321,11980769662,189.97,66693.2842,2.8150904841662123e+20,248473,325
2017-07-18,4548962,26922445269,4551,1213.897,11286,18.82,,2170.0,227.09,23950.3125,93382331.28125,6717085,14125844187,227.09,68408.1739,4.236779429178706e+20,271055,318
2017-07-19,4584881,25859171423,4637,1233.999,10282,18.43,,2251.0,194.41,24483.59375,93406814.875,6720068,12131955982,194.41,71183.4584,3.2483875047773346e+20,270122,347
2017-07-20,4626800,23785270501,4632,1271.4180000000001,9370,18.44,,724.0,226.33,24492.8125,93431307.6875,6719188,11664100238,226.33,73430.2935,2.561331900438199e+20,250065,358
2017-07-21,4665313,34121661718,4543,1304.971,8661,18.85,,688.0,216.33,23842.1875,93455149.875,6716253,10446514542,216.33,73178.0557,3.096415566419038e+20,232560,302
2017-07-22,4692029,24728177686,4649,1278.26,7992,18.45,,680.0,230.47,24307.34375,93479457.21875,6715453,9524071657,230.47,72967.3365,2.2482560332310734e+20,205574,283
2017-07-23,4728803,24411781141,4660,1315.0279999999998,9282,18.33,,596.0,228.32,24483.28125,93503940.5,6718064,11670362240,228.32,75690.2025,2.8849399771578863e+20,260490,313
2017-07-24,4766918,24993645320,4582,1302.508,10560,18.62,,538.0,225.48,24058.90625,93527999.40625,6719529,13611993829,225.48,73612.8357,3.0944027512432335e+20,263095,301
2017-07-25,4807986,26699669746,4686,1328.375,9766,18.24,,637.0,203.59,24692.65625,93552692.0625,6717047,12380952661,203.59,77165.6725,3.554861377295861e+20,242956,333
2017-07-26,4842532,26644959295,4650,1331.461,8403,18.43,,691.0,202.88,24515.0,93577207.0625,6717215,10833315646,202.88,76836.4143,2.9438392062861574e+20,223010,336
2017-07-27,4872429,25759576270,4634,1321.721,8346,18.45,,569.0,202.93,24352.65625,93601559.71875,6719491,10120647777,202.93,75616.4916,2.6394424532202052e+20,225435,309
2017-07-28,4903853,25160319003,4647,1332.368,9258,18.45,,511.0,191.21,24685.15625,93626244.875,6716225,11945897337,191.21,77536.4097,2.8198228990632e+20,246494,381
2017-07-29,4930947,24073380192,4683,1332.1779999999999,7452,18.29,,512.0,206.14,24492.5,93650737.375,6716620,9555608826,206.14,76584.8357,2.0417493459523243e+20,198773,284
2017-07-30,4974090,23908993567,4704,1359.901,7621,18.25,,654.0,196.78,24717.65625,93675455.03125,6715754,11830615520,196.78,79028.534,2.080367153012783e+20,206624,317
2017-07-31,5010515,22305961187,4535,1426.54,9291,18.87,,919.0,201.33,24058.59375,93699513.625,6716796,12631771948,201.33,80870.2609,2.3120108391372426e+20,250090,363
2017-08-01,5049868,25462492943,4087,1606.73,9503,20.93,,726.0,225.9,21420.46875,93720934.09375,6716626,12712633763,225.9,80820.0069,2.6359940186320726e+20,218582,259
2017-08-02,5088235,25145539900,4044,1606.524,9426,21.24,,986.0,218.12,21135.3125,93742069.40625,6717179,11528446756,218.12,79694.0246,2.3699542193653452e+20,231068,242
2017-08-03,5129817,24881344614,3976,1555.875,9597,21.55,,724.0,224.39,20966.40625,93763035.8125,6716926,12302333888,224.39,76659.268,2.3650280874525878e+20,236335,281
2017-08-04,5169164,22630338284,4040,1590.668,10507,21.13,,359.0,220.6,21305.0,93784340.8125,6715427,12936116501,220.6,79754.3216,2.2002835788508784e+20,257160,292
2017-08-05,5207095,23984146001,4034,1585.6889999999999,10427,21.22,,481.0,253.09,21187.8125,93805528.625,6717059,12932883007,253.09,78990.8015,2.3607670876194626e+20,261400,270
2017-08-06,5250459,24293412889,4032,1598.932,10463,21.29,,768.0,264.56,21265.625,93826794.25,6718368,12563169019,264.56,80020.6258,2.449784372834431e+20,265127,292
2017-08-07,5302339,25187717437,4094,1619.9679999999998,11867,20.92,,845.0,269.94,21621.5625,93848415.8125,6714909,13825333409,269.94,82348.3479,3.233490865255777e+20,281172,298
2017-08-08,5357059,23836962422,4093,1636.256,13278,20.88,,1392.0,296.51,21635.3125,93870051.125,6716451,15480719454,296.51,83308.9277,3.390838202073518e+20,318866,306
2017-08-09,5409615,24062207266,4113,1661.335,11373,20.85,,716.0,295.28,21729.375,93891780.5,6715690,14138834844,295.28,84931.897,2.6852747501634562e+20,280308,304
2017-08-10,5469308,24244829373,4029,1650.1270000000002,13581,21.07,,749.0,298.28,21463.75,93913244.25,6718003,15013390317,298.28,83442.1715,3.131476575399118e+20,338241,340
2017-08-11,5529892,25055821756,4105,1640.151,14429,20.79,,900.0,309.32,21902.03125,93935146.28125,6717068,16970909183,309.32,84627.2607,3.5416210436481044e+20,356682,353
2017-08-12,5585573,24802395477,4113,1692.527,13642,20.73,,383.0,308.02,21920.9375,93957067.21875,6720718,16866888987,308.02,87270.9302,3.449860955057731e+20,338654,342
2017-08-13,5647075,22053673388,4129,1690.846,12993,20.73,,1938.0,296.62,22034.6875,93979101.90625,6720021,16412188461,296.62,87653.9263,3.046405826033189e+20,333011,350
2017-08-14,5725888,22124106465,4133,1728.855,15655,20.61,,1106.0,299.16,22038.125,94001140.03125,6720094,19420639505,299.16,89584.3061,3.455157380147424e+20,410061,344
2017-08-15,5810917,21732658516,4132,1734.349,16403,20.73,,366.0,286.52,22224.375,94023364.40625,6721524,22420514846,286.52,90812.4199,3.8374524908541575e+20,413246,392
2017-08-16,5866922,34716303601,4166,1713.531,17360,20.43,,326.0,301.38,22565.78125,94045930.1875,6722669,23252716251,301.38,91289.1473,1.1684632663346389e+21,413624,437
2017-08-17,5934207,29045025650,4144,1738.425,17330,20.61,,593.0,300.3,22532.96875,94068463.15625,6718785,22078488852,300.3,92534.9297,6.905466421417297e+20,428007,455
2017-08-18,6004737,44653492844,4136,1745.4460000000001,17335,20.68,,742.0,292.62,22310.46875,94090773.625,6714227,21706184631,292.62,91777.3051,1.0186952248636098e+21,443356,407
2017-08-19,6067912,25853813413,4211,1795.854,16348,20.29,,1633.0,293.02,22564.375,94113338.0,6711012,19220763789,293.02,95425.5042,4.719183432564377e+20,377418,380
2017-08-20,6127189,22972240493,4156,1792.5929999999998,12825,20.65,,535.0,298.2,22132.5,94135470.5,6709809,15896801546,298.2,93281.2322,2.9314779108270755e+20,309926,340
2017-08-21,6186106,23061643547,4233,1785.0870000000002,15179,20.31,,277.0,321.85,22745.78125,94158216.28125,6711475,17401005729,321.85,95741.8313,3.2986882432095276e+20,392880,401
2017-08-22,6252808,23423033219,4185,1804.398,14259,20.38,,581.0,313.37,22522.65625,94180738.9375,6708686,17186834718,313.37,95942.1567,3.253501223181101e+20,364727,409
2017-08-23,6322823,23256200293,4216,1843.057,14352,20.38,,720.0,317.4,22610.0,94203348.9375,6710940,17213958732,317.4,98296.3711,3.1588136122843863e+20,374711,392
2017-08-24,6375451,24488987225,4184,1828.1889999999999,13796,20.51,,595.0,325.28,22531.71875,94225880.65625,6712606,15605369701,325.28,97228.3329,3.22859895183155e+20,352465,411
2017-08-25,6425907,25311366617,3554,2154.673,15772,24.18,,1017.0,330.06,18820.78125,94244701.4375,6712044,14108202514,330.06,95339.2953,3.1013675948214544e+20,352621,269
2017-08-26,6471420,22816054496,3499,2200.006,14625,24.58,,472.0,332.86,18565.78125,94263267.21875,6714048,14015346534,332.86,95944.7226,2.9791668297733374e+20,306268,269
2017-08-27,6521068,22152769744,3514,2180.133,14945,24.43,,392.0,347.88,18635.46875,94281902.6875,6714308,15001225365,347.88,95506.9876,2.7533544006679203e+20,324173,271
2017-08-28,6574380,23023333378,3446,2133.303,17757,25.0,,436.0,347.66,18425.46875,94300328.15625,6714858,16485319187,347.66,92566.5693,3.231205493290093e+20,363799,303
2017-08-29,6636587,26062902403,3541,2204.097,18455,24.22,,326.0,372.35,19080.15625,94319408.3125,6720141,20167518335,372.35,99235.369,5.161706156196479e+20,394649,349
2017-08-30,6703644,25922353625,3531,2231.15,18827,24.21,,405.0,383.86,18943.90625,94338352.21875,6715003,18328764907,383.86,99678.7102,4.33380111261617e+20,400220,329
2017-08-31,6771516,36202779201,3473,2215.5370000000003,17436,24.64,,185.0,388.33,18766.09375,94357118.3125,6715657,19022461476,388.33,97955.4642,7.375526007503826e+20,384421,347
2017-09-01,6837885,29038234385,3521,2233.569,18436,24.43,,371.0,391.42,18829.375,94375947.6875,6718999,19038356374,391.42,98985.3654,5.1541618702154026e+20,390997,308
2017-09-02,6892287,62682734227,3541,2231.26,15334,24.2,,420.0,351.03,18848.125,94394795.8125,6716871,15951133510,351.03,98883.0465,6.136621159472206e+20,331797,288
2017-09-03,6941689,24625907338,3539,2250.2889999999998,13871,24.24,,479.0,352.45,18642.03125,94413437.84375,6713503,14093399641,352.45,98450.1542,2.966845437225562e+20,302525,241
2017-09-04,7004719,27792328086,3527,2243.9629999999997,19760,24.33,,535.0,303.7,18921.09375,94432358.9375,6717796,18669548895,303.7,99991.3961,4.877674961087718e+20,442592,323
2017-09-05,7067974,30139309787,3559,2231.041,19704,24.08,,227.0,317.94,19101.25,94451460.1875,6718965,20587720062,317.94,100474.3339,6.158090010554052e+20,444572,332
2017-09-06,7136790,36519706124,3510,2232.6,22603,24.44,,224.0,338.92,18888.28125,94470348.46875,6720505,21850533489,338.92,99614.2702,7.70277418637856e+20,496376,345
2017-09-07,7201288,36147491376,3547,2253.842,21135,24.16,,207.0,335.37,19132.65625,94489481.125,6715732,21860214702,335.37,101735.9047,7.342395843143025e+20,448347,353
2017-09-08,7267913,42275877643,3592,2351.174,20975,23.86,,229.0,306.72,19267.1875,94508748.3125,6719904,21076267456,306.72,106728.0408,7.587490069559425e+20,463670,330
2017-09-09,7329084,29941043195,3561,2321.405,17147,24.01,,273.0,303.79,19035.78125,94527784.09375,6716947,17994285809,303.79,104087.0767,4.4103512038297934e+20,383654,313
2017-09-10,7379849,36135150446,3574,2289.896,14680,24.03,,402.0,299.21,18988.75,94546772.84375,6715625,15867451570,299.21,102462.2609,4.1329756925900607e+20,325128,292
2017-09-11,7444820,26441744516,3551,2312.746,16764,24.12,,217.0,297.95,18846.09375,94565618.9375,6714227,17619207471,297.95,102521.0502,3.93332823000431e+20,365384,279
2017-09-12,7508515,28430040166,3603,2375.29,18037,23.83,,199.0,294.1,19312.5,94584931.4375,6714220,19047548800,294.1,108070.1938,5.199774662076594e+20,404898,328
2017-09-13,7563718,27123610125,3536,2324.138,16933,24.19,,274.0,275.84,18898.28125,94603829.71875,6715468,18052205923,275.84,103537.1178,4.6305865760160154e+20,365679,313
2017-09-14,7618435,28372005082,3599,2321.976,17288,23.71,,296.0,223.14,19289.6875,94623119.40625,6715044,18330776595,223.14,105590.7742,4.087683295935458e+20,380251,330
2017-09-15,7679736,35527257414,3616,2366.097,19312,23.56,,260.0,259.57,19536.40625,94642655.8125,6717105,20666662769,259.57,109240.2979,6.369715367788193e+20,441767,373
2017-09-16,7729925,35281116400,3609,2350.116,16698,23.68,,539.0,254.49,19337.96875,94661993.78125,6717637,20417940497,254.49,107169.6341,6.60859549314408e+20,373764,331
2017-09-17,7772453,32847109838,3630,2390.881,14350,23.67,,267.0,258.4,19222.03125,94681215.8125,6716056,16461120596,258.4,108004.7306,3.711830681038484e+20,289517,273
2017-09-18,7822945,27527967857,3557,2351.653,17536,23.99,,646.0,297.53,19065.0,94700280.8125,6718339,18065378622,297.53,105851.5969,4.031631380296439e+20,362764,332
2017-09-19,7878304,28240983765,3628,2380.774,16596,23.53,,360.0,283.0,19372.96875,94719653.78125,6717099,18037053711,283.0,108650.3899,3.8507342335917844e+20,337752,315
2017-09-20,7943832,30102925181,3600,2380.9570000000003,16028,23.74,,170.0,283.56,19182.03125,94738835.8125,6715542,19198494584,283.56,107391.0713,6.568346403971058e+20,324984,297
2017-09-21,8006858,23983898010,3645,2405.383,16104,23.53,21972679307.0,453.0,257.77,19336.40625,94758172.21875,6717385,17557702349,257.77,109411.54,3.2590319902554004e+20,317074,285
2017-09-22,8042491,24379043547,3001,2938.237,16972,28.57,23233131734.0,463.0,262.94,15743.59375,94773915.8125,6716774,14989028970,262.94,108415.5019,3.061125194018915e+20,271470,187
2017-09-23,8078626,23562292733,2884,2960.802,15951,29.78,22618063978.0,167.0,286.14,15005.78125,94788921.59375,6713163,14148926235,286.14,103936.501,3.1552433857730295e+20,260107,149
2017-09-24,8112522,28226701571,2938,2945.612,17983,29.19,,142.0,282.6,15461.40625,94804383.0,6715000,15049348283,282.6,106744.3503,4.4008969434021226e+20,280929,193
2017-09-25,8153119,25547420148,2836,2912.421,19577,30.16,23481564613.0,190.0,294.89,14874.375,94819257.375,6715944,15438672580,294.89,101530.2447,3.831482720592988e+20,306614,176
2017-09-26,8211953,24571949910,2890,2887.116,18527,29.56,,203.0,288.64,15206.875,94834464.25,6716846,17258565559,288.64,102987.1868,3.8577517887830104e+20,306075,192
2017-09-27,8269803,26548967736,2904,2916.0429999999997,18893,29.54,,183.0,309.97,15411.09375,94849875.34375,6716780,16132176667,309.97,105672.8117,4.2271036339875296e+20,309047,227
2017-09-28,8323753,25409632808,2856,2896.072,20553,30.02,23611297509.0,144.0,302.77,14997.96875,94864873.3125,6716179,15969409283,302.77,101865.3038,3.701604723561633e+20,329208,183
2017-09-29,8364828,23184436268,2829,2802.9709999999995,21540,30.31,,131.0,292.58,14852.5,94879725.8125,6715709,15903325578,292.58,97747.1226,3.308861579795941e+20,326502,184
2017-09-30,8406110,26231412090,2840,2773.895,21998,30.27,,140.0,302.77,14931.40625,94894657.21875,6717220,15741288840,302.77,97246.8496,3.719574813805126e+20,295798,189
2017-10-01,8439924,24190581701,2862,2865.6490000000003,21781,30.09,,295.0,303.95,15132.65625,94909789.875,6717855,15310702625,303.95,101856.5841,3.586133294362543e+20,283871,209
2017-10-02,8487975,25376879520,2842,2861.171,21143,30.02,23609395021.0,269.0,296.81,15089.21875,94924879.09375,6718652,15476144246,296.81,101498.7153,3.5693057882819586e+20,306095,223
2017-10-03,8537491,23882103385,2862,2838.8259999999996,20918,29.95,,403.0,291.81,15178.4375,94940057.53125,6718978,16505707600,291.81,101330.3025,3.812463956541455e+20,327906,222
2017-10-04,8583378,23689836678,2886,2896.353,20395,29.47,,391.0,291.68,15318.4375,94955375.96875,6715126,16487207597,291.68,104322.349,3.853871521629376e+20,307399,226
2017-10-05,8622252,24302843665,2946,2968.7470000000003,20313,29.03,,762.0,294.99,15477.03125,94970853.0,6714835,15769323939,294.99,107720.1602,4.189830778519501e+20,314808,189
2017-10-06,8660904,25759310387,2848,2912.4790000000003,21656,29.97,,186.0,308.33,15024.0625,94985877.0625,6717054,16237865284,308.33,102813.1953,4.37255331091613e+20,319882,202
2017-10-07,8696647,22705744740,2848,2857.438,19657,30.02,,184.0,311.26,15015.15625,95000892.21875,6714406,14920815678,311.26,100704.8489,3.1627634506835657e+20,291091,197
2017-10-08,8738451,24091593642,2879,2915.5209999999997,19150,29.68,,150.0,309.49,15199.53125,95016091.75,6717153,15692320454,309.49,104067.9114,3.5734780034158284e+20,296829,205
2017-10-09,8791812,24174030452,2882,2930.9559999999997,19671,29.72,24473677921.0,228.0,296.95,15208.75,95031300.5,6719400,16593181455,296.95,104686.6792,3.798447617486726e+20,328172,204
2017-10-10,8837358,25058292801,2915,2913.485,21438,29.45,,188.0,298.46,15484.375,95046784.875,6714505,16179450785,298.46,106119.6349,4.177934975457137e+20,349605,232
2017-10-11,8880536,30039329444,2915,2997.386,20045,29.34,,115.0,302.86,15499.84375,95062284.71875,6715640,16118748639,302.86,109279.7021,9.384151007564401e+20,344305,235
2017-10-12,8930073,24512657109,2899,2911.728,21137,29.42,,169.0,302.89,15391.5625,95077676.28125,6714754,16867122755,302.89,105449.0222,4.219570343789313e+20,363411,230
2017-10-13,8982527,26489325565,2891,3031.012,21845,29.62,,552.0,336.83,15437.1875,95093113.46875,6718163,16818042076,336.83,110049.5848,4.749040482566856e+20,379136,246
2017-10-14,9026250,24196653845,2887,2917.998,19951,29.74,,150.0,338.81,15317.8125,95108431.28125,6717269,16796028877,338.81,105135.748,3.9804961388522825e+20,332169,226
2017-10-15,9075349,23514174126,2925,2962.491,19011,29.2,,133.0,336.58,15580.15625,95124011.4375,6714419,16839186003,336.58,108556.0976,3.863889299663505e+20,328921,241
